name,value,label
HALBGB21XXX,HALB,Efg Harris Allday
ELADGB21XXX,ELAD,Elliott Advisors (uk) Ltd.
ELGIGB21XXX,ELGI,Elli Gifford
ELLIGB21XXX,ELLI,Ellis And Partners Limited
RRESGB21XXX,RRES,Elixir Securities Limited
ELCNGB21XXX,ELCN,Elixir Capital Managment
EBIIGB21XXX,EBII,Elgar Byrne Infrastructure Finance Llp
ELPQGB21XXX,ELPQ,Elderstreet Private Equity Limited
ELPEGB21XXX,ELPE,Electra Partners Europe Limited
ELTDGB21XXX,ELTD,Elevation Trading Ltd.
ELCMGB21XXX,ELCM,Eldon Capital Management Ltd
ELINGB21XXX,ELIN,Elderstreet Investments Limited
MAIYGB21XXX,MAIY,Emg Corporate Finance Limited
EPMEGB21XXX,EPME,Emerson Process Management Shared Services Ltd
ENPLGB2LXXX,ENPL,Emerson Network Power Ltd
EMBSGB21XXX,EMBS,"Emerging Market Bond And Asset Trading Co Limited, The"
EMAMGB21XXX,EMAM,Emergent Asset Management Ltd.
EMSOGB21XXX,EMSO,Emerging Markets Special Opportunities Ltd
DDBIGB21XXX,DDBI,Elysian Fund Management Limited
ELFMGB21XXX,ELFM,Ely Fund Managers Limited
ELCPGB21XXX,ELCP,Elwin Capital Partners Limited
ENSEGB21XXX,ENSE,Endeavour Securities Ltd
ENIMGB21XXX,ENIM,En.fi.ma. Ltd
ENCMGB21XXX,ENCM,Endeavour Capital Management Limited
EMTFGB21XXX,EMTF,Emso Tulip Fund Ltd
EMSAGB21XXX,EMSA,Emsa Limited
EPIMGB21XXX,EPIM,Epworth Investment Management Ltd
EMPAGB31XXX,EMPA,Emso Partners Limited
EPINGB21XXX,EPIN,Epsilon Investments Limited
EPPEGB21XXX,EPPE,Eperon Petroleum Ltd
EPAMGB21XXX,EPAM,Epic Asset Management Limited
EOEOGB21XXX,EOEO,Eo Plc
ENVEGB21XXX,ENVE,Enterprise Ventures Limited
ENCFGB21XXX,ENCF,Enterprise Corporate Finance Limited
ENMBGB21XXX,ENMB,Enron Metals Brokers Limited
EEFTGB21XXX,EEFT,Enron Europe Finance And Trading Li Mited
ENTCGB21XXX,ENTC,English Trust Company Ltd
ENFAGB21XXX,ENFA,Ennismore Fund Management Limited
ENINGB21XXX,ENIN,Engelhard International Limited
ENMFGB21XXX,ENMF,Engage Mutual Funds Limited
HIFMGB21XXX,HIFM,Engage Mutual Funds Limited
ENFMGB21XXX,ENFM,Endurance Fund Management Limited
EQSEGB21XXX,EQSE,Equinox Securities Limited
EQCAGB21XXX,EQCA,Equitek Capital Limited
EQHIGB21XXX,EQHI,Equitable House Investments Limited
EFSUGB21XXX,EFSU,Equitech Financial Services Limited
EQCMGB21XXX,EQCM,Equinox Capital Management Limited
EQFIGB21XXX,EQFI,Equiniti Financial Services Limited
EQCOGB21XXX,EQCO,Equibet Com Limited
EQTCGB21XXX,EQTC,Equatorial Corporation Plc
EAMLGB21XXX,EAML,Eqi Asset Management Llp
GIBAGB2XXXX,GIBA,Erste Group Bank Ag (former Erste Bank
ESIAGB21XXX,ESIA,Esn Investment Management Ltd
LIERGB21XXX,LIER,Ermitage Uk Limited
ERMGGB21XXX,ERMG,Ermgassen And Co. Limited
EQVEGB21XXX,EQVE,Equity Ventures Limited
ERHIGB21XXX,ERHI,Erecta (hitchin) Investments Ltd
EPFMGB21XXX,EPFM,Equity Partnerships Fund Management Limited
EQINGB21XXX,EQIN,Equity Investigator Limited
EQGEGB21XXX,EQGE,Equity Growth Research Limited
EQDEGB21XXX,EQDE,Equity Development Limited
EQCFGB21XXX,EQCF,Equity And Corporate Finance Plc
EURJGB21XXX,EURJ,Eurobank Ojsc
EPILGB21XXX,EPIL,Eton Park International Llp
EPILGB31XXX,EPIL,Eton Park International Llp
EMTSGB2LXXX,EMTS,Euro Mts
EBFSGB21XXX,EBFS,Euro Brokers Financial Services Ltd
EUANGB21XXX,EUAN,Euro Asset Management Limited
EMTLGB21XXX,EMTL,Euro Markets Trading Uk Limited
EUMAGB21XXX,EUMA,Euractions Management Limited
EUOIGB21XXX,EUOI,Euro-ib Limited
CATIGB21XXX,CATI,Et Capital Limited
ESPOGB21XXX,ESPO,"Esso Petroleum Company,limited"
ESEPGB21XXX,ESEP,Esso Exploration And Production Uk Limited
EAIAGB21XXX,EAIA,European American Investment Advisory Services
EUOAGB21XXX,EUOA,Europa Bank Plc
EUCRGB21XXX,EUCR,Europa Capital Partners Limited
EUPAGB21XXX,EUPA,Europa Partners Limited
EUAGGB21XXX,EUAG,Euronova Asset Management Limited
EPCSGB2LXXX,EPCS,Euronet Payments And Card Services
EUPSGB21XXX,EUPS,Euronet Payment Services Limited
EUCLGB21XXX,EUCL,Eurofin Capital Ltd
CRSTGB22XXX,CRST,Euroclear Uk And Ireland Ltd (previously Known As Crestco Ltd
EVRIGB21XXX,EVRI,Evans Randall Investment Management Limited
EINTGB2LXXX,EINT,Eurostar International Limited
EUSTGB21XXX,EUST,European Stockbrokers Limited
EUIMGB21XXX,EUIM,European Investment Management Limited
EFDSGB21XXX,EFDS,European Financial Data Services Limited
EUESGB21XXX,EUES,European Energy Services Ltd
EUDCGB21XXX,EUDC,European Digital Capital Limited
EBRDGB2LXXX,EBRD,European Bank For Reconstruction And Development
EXEUGB21ALL,EXEU,Market Making
EXEUGB21XXX,EXEU,Execution Noble Limited
EUCNGB21XXX,EUCN,European Credit Management Limited
EUCCGB21XXX,EUCC,European Capital Company Limited
EUAEGB21XXX,EUAE,European American Securities Inc
EXFLGB21XXX,EXFL,Exane Limited
EWEUGB21XXX,EWEU,Ewt Europe Limited
EVBGGB21APT,EVBG,Agency And Principal Trading Branch
EVBGGB21MMT,EVBG,Market Making Trading Branch
EVBGGB21XXX,EVBG,Evolution Securities Limited
EVSCGB21XXX,EVSC,Evolution Securities China Limited
EVIAGB21XXX,EVIA,Evoia Capital Llp
EVFMGB21XXX,EVFM,Everett Financial Management Limited
EVSLGB21XXX,EVSL,Everys Solicitors
EVREGB21XXX,EVRE,Evans Rankin Services Limited
EXAMGB21XXX,EXAM,Exeter Asset Management Limited
FAPTGB21XXX,FAPT,Falcon Property Trust
FAIMGB21XXX,FAIM,Fairmount Stockbrokers Ltd.
FAGRGB21XXX,FAGR,Fairfield Greenwich (uk) Limited
FANNGB21XXX,FANN,Fairfax Investment Management Limited
FRFXGB21001,FRFX,Fairfax I.s. Plc
FRFXGB21XXX,FRFX,Fairfax I.s. Plc
FAPPGB21XXX,FAPP,Fabien Pictet And Partners Limited
FISFGB21XXX,FISF,F And C Property Asset Management Plc
RIAMGB21XXX,RIAM,F And C Managers Limited
ESSNGB21XXX,ESSN,F And C Investment Services Limited
FCEMGB21XXX,FCEM,F And C Emerging Markets Limited
FRISGB21XXX,FRIS,F And C Asset Management Plc
EZYRGB2LXXX,EZYR,Ezremit Ltd
ESSCGB21XXX,ESSC,Exxonmobil Sales And Supply Llc
FAFFGB21XXX,FAFF,Fabian J.a. Finlay F.c.a.
EXSEGB21XXX,EXSE,Exotix Limited
FAEPGB21XXX,FAEP,Family Equity Plan Limited
EXPHGB21XXX,EXPH,Exotic Limited Park House
EXBKGB2LXXX,EXBK,Exim Exchange Company (u.k.) Limited
EXETGB21XXX,EXET,Exeter Fund Managers Ltd
FEBOGB21XXX,FEBO,Fct Europe Limited
FEBHGB21XXX,FEBH,Fct Equities (uk) Limited
FBNIGB2LXXX,FBNI,Fbn Bank (uk) Limited
FATHGB21XXX,FATH,Farley And Thompson
FIOEGB21XXX,FIOE,Fares Insurance Company Services Ltd
FRREGB21XXX,FRRE,Fares Bank Uk Limited
CPTAGB21XXX,CPTA,Fc Capital Ltd
FAPAGB21XXX,FAPA,Fauchier Partners Limited
FAREGB21XXX,FARE,Fares Bank Ltd
FARLGB21XXX,FARL,Faraday Research Llp
FAIAGB21XXX,FAIA,Family Investment Management Limited
FCOSGB21XXX,FCOS,Fexco Stockbroking Limited
FAVHGB21XXX,FAVH,Ferrazzi And Associates Limited
FECMGB21XXX,FECM,Ferox Capital Llp
FEPAGB21XXX,FEPA,Ferghana Partners Limited
FENNGB21XXX,FENN,Fennoscandia Bank Ltd.
FDUKGB22XXX,FDUK,Fdr Limited
FGLBGB21XXX,FGLB,"Fct Group, L.l.c."
FEFUGB21XXX,FEFU,Fearnoil Futures Ltd
FEMCGB21XXX,FEMC,Felce Management Company Limited
FIFEGB21XXX,FIFE,Fidelity Finance Ltd
FICGGB21XXX,FICG,Ficon Capital Management Ltd
ASSNGB21XXX,ASSN,Ff And P Asset Management Limited
FFPAGB21XXX,FFPA,Ff And P Advisory Limited
FIUAGB21XXX,FIUA,Financial Guarantee Ltd
FIGBGB21XXX,FIGB,Financial And General Limited
FIGCGB21XXX,FIGC,Financial And General Securities Limited
FOIAGB21XXX,FOIA,Fim Services Limited
FRGOGB21XXX,FRGO,Finacor Rabe Ag
FIMFGB21XXX,FIMF,Fim Limited
FNNMGB21XXX,FNNM,Finam Uk Limited
FIVSGB21XXX,FIVS,Fil Investment Services (uk) Limited
FIVDGB21XXX,FIVD,Fil Investment Advisors (uk) Limited
FPCGGB21XXX,FPCG,Fieldstone Private Capital Group Limited
FITIGB21XXX,FITI,Fiduciary Trust International Limited
FIIMGB21XXX,FIIM,Fieldings Investment Management Limited
FIPMGB21XXX,FIPM,Fidelity Pensions Management
FIELGB21XXX,FIEL,Fielding And Co Limited
FIMRGB21XXX,FIMR,Fidelity Management And Research (u.k.) Inc.
FIVCGB21XXX,FIVC,Fidelity Investments And Securities Ltd
FIAGGB21XXX,FIAG,Finch Asset Management Limited
FISCGB21XXX,FISC,Finantia Securities Limited
FISDGB21XXX,FISD,Financial Spreads Limited
FTCLGB21XXX,FTCL,Financial Trading And Consultancy Limited
FIRGGB21XXX,FIRG,Financial Risk Management Limited
FIGLGB21XXX,FIGL,First Global (uk) Ltd
FIEEGB21XXX,FIEE,First Equity Services Ltd. (idb
FEQSGB21XXX,FEQS,First Equity Services Ltd.
FIEQGB21XXX,FIEQ,First Equity Ltd
FIEPGB21XXX,FIEP,First Equity Limited (principal
FEEMGB21XXX,FEEM,First Equity Emerging Markets Ltd.
FCHIGB21XXX,FCHI,"First Chicago Futures, Inc."
FCCMGB21XXX,FCCM,First Chicago Capital Markets Inc
FIPNGB21XXX,FIPN,First Capital Management Limited
FITAGB21XXX,FITA,First Capital Corporation Limited
FPIMGB21XXX,FPIM,Findlay Park Investment Management Limited
FCMMGB21XXX,FCMM,Finncap Ltd Market Making
FAIGGB21XXX,FAIG,First Arrow Investment Management Limited
JMCMGB21XXX,JMCM,Finncap Ltd
FNCPGB2LXXX,FNCP,Aim/poms Service
FPSLGB21XXX,FPSL,First Pacific Stockbrokers Ltd
CFSFGB21XXX,CFSF,First State Investments (uk) Limited
FTSLGB21XXX,FTSL,First Title Services Limited
FSIMGB2SXXX,FSIM,First State Investment Management (uk) Limited
FIQUGB21XXX,FIQU,First Quadrant Ltd
FPMAGB21XXX,FPMA,First Prudential Markets Ltd
ACPAGB21XXX,ACPA,First London Securities Limited
FIRMGB21XXX,FIRM,First Marathon Securities (uk) Ltd.
FGUAGB21XXX,FGUA,First L.a. Guarantee Bank Limited
FILGGB21XXX,FILG,First International Group Plc
FITVGB21XXX,FITV,"First International Advisors, Llc"
FRIPGB41XXX,FRIP,Fitch Ratings India Limited
FRIPGB31XXX,FRIP,Fitch Ratings Cis Limited
FISKGB21ABC,FISK,Fiske Plc
FISKGB21XXX,FISK,Fiske Plc
FIIUGB21XXX,FIIU,Fisher Investments Europe Limited
RMREGB21XXX,RMRE,Firstrand (uk) Limited
FIPTGB21XXX,FIPT,Firstenergy Capital
FURCGB21XXX,FURC,First Union Credit Commerce
FITDGB21XXX,FITD,First Trade Uk Limited
FIUCGB21XXX,FIUC,First Union Capital
FOCUGB21XXX,FOCU,Foreign And Colonial Utm
FCFAGB21XXX,FCFA,Foreign And Colonial Fund Management Limited
FINEGB21XXX,FINE,Fns Securities Limited
CPARGB21XXX,CPAR,Fm Capital Partners Ltd
FCUMGB21XXX,FCUM,Foreign And Colonial Unit Management Ltd
FLBNGB21XXX,FLBN,"Floor Broker Network, Inc"
FNZWGB2SXXX,FNZW,Fnz (uk) Ltd
FRIPGB21XXX,FRIP,Fitch Ratings Limited
FIXIGB2LXXX,FIXI,Fixi Plc
FUTMGB21XXX,FUTM,Fleming Unit Trust Management Ltd
FOIDGB21XXX,FOID,Fortis Investment Advisors Limited
FOGAGB21XXX,FOGA,Fortis Gsfg Uk Limited
FLOSGB21XXX,FLOS,Floris Bank Limited
FOPAGB21XXX,FOPA,Forsyth Partners Ltd
FCLLGB21XXX,FCLL,Forkbeard Capital Llp
FOINGB21XXX,FOIN,Forester Investments Limited
FXCMGB21XXX,FXCM,Forex Capital Markets Ltd (fxcm
FOMMGB21XXX,FOMM,Forester Maclean Limited
FMBOGB21XXX,FMBO,Forester Maclean Benefit Consultants Ltd
FOIMGB21XXX,FOIM,Forest Investment Management (uk) Ltd
ASMAGB21XXX,ASMA,Fp Asset Management
FPKLGB21FPL,FPKL,Financial Products London
FPKLGB21XXX,FPKL,"Fox-pitt, Kelton Limited"
FOCAGB21BAT,FOCA,Bats
FOCAGB21XXX,FOCA,Fox-davies Capital Limited
FCPAGB21XXX,FCPA,Four Capital Partners Ltd
FOSBGB21XXX,FOSB,Foster And Braithwaite Ltd.
FOSTGB21XXX,FOST,Foster A S
FOAAGB21XXX,FOAA,Fortune Asset Management Limited
MPSEGB31XXX,MPSE,Fortis Prime Fund Solutions Uk Limited
FOCLGB21XXX,FOCL,Fortis Prime Brokerage Limited
FOCIGB21XXX,FOCI,Forum Capital International Limited
FOVMGB21XXX,FOVM,Fortis Investment Management Uk Limited
FCELGB21XXX,FCEL,Freepoint Commodities Europe Llp
FMFXGB21XXX,FMFX,Freemarketfx Limited
FRLEGB21XXX,FRLE,Freud Lemos Limited
RFCFGB21XXX,RFCF,Fraser Finance Limited
TEMPGB2LFON,TEMP,For Dept
TEMPGB2LXXX,TEMP,Franklin Templeton Investment Management Ltd
FTIMGB21XXX,FTIM,Franklin Templeton Investment Management Limited
FRSCGB21XXX,FRSC,Frankfurt Securities Ltd
FRSYGB2LXXX,FRSY,Frank Smythson Ltd
FRUMGB21XXX,FRUM,Framlington Unit Management Limited
FBAIGB21XXX,FBAI,"Friedman, Billings, Ramsey International, Ltd"
GMINGB21XXX,GMIN,G M L International Limited
GCAGGB21XXX,GCAG,G C A Corporate Ltd
COFVGB21XXX,COFV,G And N Collective Funds Services Limited
FXAWGB21XXX,FXAW,Fxa World Plc
FYHFGB21XXX,FYHF,Fyshe Horton Finney Limited
CNFMGB2LXXX,CNFM,Fx Alliance Llc
FUVCGB21XXX,FUVC,Future Value Consultants Limited
FUBSGB21XXX,FUBS,Furness Building Society
FUMOGB21XXX,FUMO,Future Mortgages Limited
ATAEGB21XXX,ATAE,Fundquest Mm Limited
FUADGB21XXX,FUAD,Fund Advisors (uk) Limited
FUAIGB21XXX,FUAI,Fuji-lord Abbett International Ltd
FUNUGB21XXX,FUNU,Fundquest Uk Limited
FIMCGB21XXX,FIMC,Fuji Investment Management Company (europe) Limited
FUMMGB21XXX,FUMM,Fuel And Marine Marketing Limited
WICNGB21XXX,WICN,Ftc London Uk Limited
NCVEGB21XXX,NCVE,Frontiers Capital Limited
FPUTGB21XXX,FPUT,Friends' Provident Unit Trust Managers Limited
FRCEGB21XXX,FRCE,Frost Capital Europe Limited
GALOGB21XXX,GALO,Gallo And Co Limited
GAEKGB21XXX,GAEK,Gall And Eke Limited
GABAGB21XXX,GABA,Galicia Y Buenos Aires Securities (uk) Ltd.
GAMTGB21XXX,GAMT,Galena Asset Management Limited
GAAAGB21XXX,GAAA,Galaxy Asset Management Limited
FIANGB21XXX,FIAN,G.h. Financials Limited
GACPGB21XXX,GACP,Galileo Capital Limited
GDZCGB21XXX,GDZC,G. De Z. Capital Limited
GAMEGB21XXX,GAME,Garban-intercapital Metals Limited
ULFMGB21XXX,ULFM,G Ullmann Fund Management Ltd
GMFEGB21XXX,GMFE,Gardner Mountain Financial Services Limited
GAITGB21XXX,GAIT,Garban International
GARGGB21XXX,GARG,Garban Gilts
GAREGB21XXX,GARE,Garban Equities Limited
GAMNGB21XXX,GAMN,Gann Management Limited
GASAGB21XXX,GASA,Gam Sterling Management Limited
GAMLGB2102S,GAML,Gam London Limited
GAMLGB21XXX,GAML,Gam London Limited
GAIMGB21XXX,GAIM,Gam International Management Ltd
GLAMGB2LXXX,GLAM,Gam (uk) Limited
GARRGB21XXX,GARR,Galvan Research And Trading Limited
GRVNGB2LXXX,GRVN,Garston Ventures Limited
GEFEGB21XXX,GEFE,General Re Financial Securities Limited
GAPMGB21XXX,GAPM,General Accident Pep Managers Ltd
GESCGB21XXX,GESC,Gen Re Securities Limited
GAETGB21XXX,GAET,General Accident Executor And Trustee Company Limited
GEAIGB21XXX,GEAI,General Accident Investment Management Services
GECIGB21XXX,GECI,Gemini Capital Ltd
CAGEGB21XXX,CAGE,Ge Capital Group Services Limited
LIFMGB21XXX,LIFM,Ge Life Fund Management Limited
VDGMGB21XXX,VDGM,Gekko Global Markets Ltd.
AMANGB21XXX,AMAN,Ge Asset Management Limited
MERPGB21XXX,MERP,Gc Securities Limited
GMATGB22XXX,GMAT,Gazprom Marketing And Trading Limited
GATCGB21XXX,GATC,Gatco Bank Plc
GACFGB21XXX,GACF,Gazelle Corporate Finance Limited
GARTGB21XXX,GART,Gartmore Investment Management Limited
GAGPGB21XXX,GAGP,Gartmore Global Partners
GRTFGB21XXX,GRTF,Gartmore Fund Managers Limited
GACMGB21XXX,GACM,Gartmore Capital Management Limited
GWBCGB21XXX,GWBC,Gartland Whalley Barker Corporate Finance Ltd
GHCCGB21XXX,GHCC,Ghc Capital Markets Ltd.
GAMIGB21XXX,GAMI,Genesis Asset Managers International Ltd
GEAAGB21XXX,GEAA,Generics Asset Management Ltd
WOTSGB21XXX,WOTS,Ghl Mortgage Services Limited
GEIMGB21XXX,GEIM,Generation Investment Management Ll
GEPAGB21XXX,GEPA,Generali Portfolio Management (uk) Limited
GFGMGB21XXX,GFGM,Gft Global Markets Uk Limited
GEVGGB21XXX,GEVG,Gerrard Vivian Gray Limited
GINIGB21XXX,GINI,Gfm International Investors Limited
GFINGB21XXX,GFIN,Gfm International Investment Limited
GFIDGB21XXX,GFID,Gfm International Advisors Limited
GFIEGB21XXX,GFIE,Gfinet Uk Limited
GFBRGB21XXX,GFBR,Gfi Brokers Limited
GERRGB21XXX,GERR,Gerrard Limited
GERDGB21XXX,GERD,Gerald Limited
GEFRGB21XXX,GEFR,Gerald Eve Financial Services Ltd
GRRNGB21XXX,GRRN,Gerrard And National Limited
GEOCGB21XXX,GEOC,Geocapital Limited
GIMLGB2LXXX,GIML,Genesis Investment Management Llp
GEVDGB21XXX,GEVD,German Venture Advisers (2000) Limited
GLPRGB21XXX,GLPR,Glg Partners Uk Ltd
GLDEGB21XXX,GLDE,Glh (derivatives) Ltd
GGIMGB21XXX,GGIM,Glg Global Investment Management Ltd
GLNTGB21XXX,GLNT,Glen Nicholas Travers
GLIMGB21XXX,GLIM,Glasgow Investment Managers Limited
GLCAGB21XXX,GLCA,Glendower Capital Limited
GSKFGB21XXX,GSKF,Glaxosmithkline Finance Plc
GSKFGB22XXX,GSKF,Glaxosmithkline Finance Plc
GSKFGBC1XXX,GSKF,Glaxosmithkline Finance Plc
GLCGGB21XXX,GLCG,Glc Limited
GKNGGB22XXX,GKNG,Gkn (united Kingdom) Plc
GIPRGB21XXX,GIPR,Giant Precision Limited
GIANGB2LXXX,GIAN,Giant Transactions Limited
GLMAGB21XXX,GLMA,Global Markets Ltd
GLIRGB21XXX,GLIR,Global Investment Strategy Uk Ltd
GLIAGB21XXX,GLIA,Global Invetsment Advisors Ltd
GLFUGB21XXX,GLFU,Global Fund Analysis Limited
GLFCGB21XXX,GLFC,Global Financing Limited
GLEAGB21XXX,GLEA,Global Eurofund Management Limited
GLADGB21XXX,GLAD,Global Advisors Limited
GLDDGB21XXX,GLDD,Global Direct Dealing Limited
GEMUGB21XXX,GEMU,Global Emerging Markets Europe Ltd
GMSCGB21XXX,GMSC,Gmg Securities Limited
GMBRGB21XXX,GMBR,Gmg Brokers Limited
GMFSGB21XXX,GMFS,Gmbc Financial Services Limited
INRUGB21XXX,INRU,Gm Investment Trustees Limited
GLOPGB21XXX,GLOP,Globeop Markets Limited
GTELGB21XXX,GTEL,Global Trader Europe Limited
GTSMGB21XXX,GTSM,Global Treasury Services (management) Ltd
GLBUGB21XXX,GLBU,Globalclear Building Society Limited
GLRPGB21XXX,GLRP,Global Retail Partners Limited
GRPLGB21XXX,GRPL,Global Reach Partners Limited
GLPOGB21XXX,GLPO,Global Portfolio Management Limited
GPPLGB21XXX,GPPL,"Global Prime Partners, Ltd"
GOHHGB21XXX,GOHH,Goldemberg Hehmeyer And Co
GOHLGB21XXX,GOHL,Goldenberg Hehmeyer Llp
GNFPGB21XXX,GNFP,Gni Financial Products Limited
PACMGB21XXX,PACM,Gn Parkes And Company Ltd
GMCPGB21XXX,GMCP,Gmt Communications Partners Limited
GMIVGB21XXX,GMIV,Gmsa Investments Ltd
GMPSGB21XXX,GMPS,Gmp Securities Europe Llp
GMWOGB21XXX,GMWO,Gmo Woolley Limited
GAMPGB21XXX,GAMP,Goldentree Asset Management Uk Llp
GOLRGB21XXX,GOLR,Golder Uk Limited
GGLBGB21XXX,GGLB,Gottex Gmbh (london Branch
GOHEGB21XXX,GOHE,"Goldenberg, Hehmeyer And Co"
GKNTGB21XXX,GKNT,Gordian Knot Limited
GOFPGB21XXX,GOFP,Gottex Financial Products Ltd.
GOOEGB21XXX,GOOE,Goode S J
GMSEGB21XXX,GMSE,Good Morning Securities Europe Limited
GSTRGB21XXX,GSTR,Goldman Sachs Trust Company
ARCMGB21XXX,ARCM,Goldman Sachs Longevity Markets (u.k.
GOTRGB21XXX,GOTR,Gollyhott Trading Limited
GSLTGB21XXX,GSLT,Goldman Sachs Limited
JBWLGB21XXX,JBWL,Goldman Sachs Jbwere (uk) Limited
GSIFGB2XXXX,GSIF,Goldman Sachs International Finance
GOSNGB2LXXX,GOSN,Goldman Sachs International Bank
GSGSGB21XXX,GSGS,Goldman Sachs Government Securities (uk
GSBUGB2LXXX,GSBU,Goldman Sachs Bank Usa London Branch
GSLNGB21XXX,GSLN,Goldman Sachs Equity Securities
GSEUGB21XXX,GSEU,Goldman Sachs Europe
GSAMGB2XXXX,GSAM,Goldman Sachs Asset Management International
GREUGB21XXX,GREU,Grafton Securities Ltd.
GRFDGB2LXXX,GRFD,Graff Diamonds Limited
GRIVGB21XXX,GRIV,Gracechurch Investments Limited
HMTFGB21XXX,HMTF,Gpqh Leasing Limited
DAWEGB21XXX,DAWE,Gr Dawes And Co Limited
TOSUGB21XXX,TOSU,Gp Bullhound Advisory Limited
BULLGB21XXX,BULL,Gp Bullhound Limited
GBSVGB21XXX,GBSV,Government Banking Service
KIOKGB2LXXX,KIOK,"Government Of Kuwait Investment Authority, Kuwait Investment Office"
GOBRGB21XXX,GOBR,Goulandris Brothers Limited
GRALGB21XXX,GRAL,Greenlight Capital (uk) Llp
GRIEGB21XXX,GRIE,Greenhill And Co International
GFULGB2LXXX,GFUL,Greenergy Fuels Limited
GREYGB21XXX,GREY,Greenaway K
GRAAGB21XXX,GRAA,Green T Asset Management Limited
VETRGB21XXX,VETR,Graphite Private Equity
GRABGB21XXX,GRAB,Granville Baird-agency
GASMGB21XXX,GASM,Gre Asset Management Ltd.
GRSDGB21XXX,GRSD,Green Street Advisors (uk) Limited
GRBLGB21XXX,GRBL,Granville Baird Limited
GRIFGB21XXX,GRIF,Griffin Trading Company
GRCNGB21XXX,GRCN,Griffin Capital Management (uk) Limited
GUTMGB21XXX,GUTM,Gresham Unit Trust Management Limited
GRCIGB21XXX,GRCI,Grenadier Capital Limited
GRMDGB21XXX,GRMD,Greg Middleton And Co Ltd.
GRMIGB21001,GRMI,Stock Exchange Business
GRMIGB21002,GRMI,Stock Exchange Business
GRMIGB2102L,GRMI,Greig Middleton And Co.
GRMIGB21XXX,GRMI,Greig Middleton And Co.
GRTUGB21XXX,GRTU,Gresham Trust Plc
GRSEGB21XXX,GRSE,Greenwich Securities Europe Ltd
GUBGGB21XXX,GUBG,Guardian Baillie Gifford Limited
GRCMGB21XXX,GRCM,Greenoak Capital Management Limited
GRCPGB21XXX,GRCP,Greenpark Capital Limited
GRNWGB21XXX,GRNW,"Greenwich Capital Markets,inc."
GUAMGB21XXX,GUAM,Guardian Asset Management Ltd
UNTMGB21XXX,UNTM,Gt Unit Trust Managers Ltd.
GSPEGB21XXX,GSPE,Gsc Group Limited
CRERGB21XXX,CRER,Gryphon Emerging Markets Limited
GSACGB21XXX,GSAC,Gsa Capital Partners Llp
GAAPGB21XXX,GAAP,Gruss Asset Management Llp
GRIMGB21XXX,GRIM,Grosvenor Investment Management Limited.
GFAMGB21XXX,GFAM,Grosvenor Financial Asset Management Limited
GUSUGB21XXX,GUSU,Gunnarson Mg Securities Limited
PAYGGB21XXX,PAYG,H.m. Paymaster General
WELLGB21XXX,WELL,"H.g. Wellington And Co., Inc."
GUCMGB21XXX,GUCM,Guyon Capital Management Limited
EDAMGB21XXX,EDAM,H V J Ltd
GUBUGB21XXX,GUBU,Guy Butler Limited
GUNNGB21XXX,GUNN,Gunnarson (uk) Limited
GUFMGB21XXX,GUFM,Guinness Fund Managers
GUCFGB21XXX,GUCF,Guardian Corporate Finance Limited
GUINGB21XXX,GUIN,Guildhall Investment Management Limited
GUGPGB21XXX,GUGP,Gugner Partners Limited
GUUMGB21XXX,GUUM,Guardian Unit Managers Ltd
MOCRGB21XXX,MOCR,Halifax Capital Trustees Limited
HLFXGB22XXX,HLFX,Halifax (all Uk Retail Offices
HLFXGB31ALT,HLFX,Alton
HLFXGB31SKG,HLFX,Skegness (115214
HLFXGB31WVL,HLFX,Walton Vale
HLFXGB31Y52,HLFX,Fleet
HLFXGB31Y54,HLFX,Oxford Sales And Advice Centre
HLFXGB31Y55,HLFX,Private Banking Edinburgh (114655
HCMPGB21XXX,HCMP,Habrok Capital Management Llp
HAIUGB21XXX,HAIU,Halewood International Futures Ltd
HSRIGB21XXX,HSRI,Halbis Capital Management (uk) Limited
HABPGB21XXX,HABP,Hab Privee And Cie Ltd
LLPLGB21XXX,LLPL,H2o Am Llp
ASNPGB21XXX,ASNP,H20 Asset Management Llp
HAEEGB21XXX,HAEE,Hambros Securities (uk) Ltd
HACIGB21XXX,HACI,Hamilton Corporate Finance Limited
HAMIGB21XXX,HAMI,Hambros Equities Uk Ltd.
HUTNGB21XXX,HUTN,Halifax Unit Trust Management Ltd
HAMUGB21XXX,HAMU,Hambro Securities (uk) Ltd
HMBCGB21XXX,HMBC,Hambro Clearing Ltd
HSDLGB21XXX,HSDL,Halifax Share Dealing Limited
HAIAGB21XXX,HAIA,Halifax Investment Advisers Ltd
HAFMGB21XXX,HAFM,Halifax Fund Management Limited
BOFSGB41001,BOFS,Pitreavie Business Park Dunfermline
BOFSGB41002,BOFS,Halifax Credit Card Cheques
BOFSGB41XXX,BOFS,Halifax Credit Card Limited
HPUTGB21XXX,HPUT,Hanover Property Unit Trust Board Of Management
HCPLGB21XXX,HCPL,Hansa Capital Partners Llp
HPFEGB21XXX,HPFE,Hanover Park Financial Services Limited
HAIEGB21XXX,HAIE,Halifax Investment Services Limited
HANOGB21XXX,HANO,Hanovarian Limited
STRRGB21XXX,STRR,Hamsard 2519 Limited
HACFGB21XXX,HACF,Hamilton-phoenix Corporate Finance Ltd
HAVNGB21XXX,HAVN,Hamilton Ventures
HALUGB21XXX,HALU,Hamilton Lunn Limited
